,Loss,Epsilon,Reward
0,0.11686263978481293,0.9793,-0.855072463768116
1,0.11048595607280731,0.9793,-0.8571428571428571
2,0.16874580085277557,0.979,-0.8571428571428571
3,0.04083770513534546,0.979,-0.8571428571428571
4,0.062305741012096405,0.979,-0.8571428571428571
5,0.06701597571372986,0.979,-0.8571428571428571
6,0.12483587861061096,0.979,-0.8571428571428571
7,0.11314789950847626,0.979,-0.8571428571428571
8,0.06833264231681824,0.979,-0.8571428571428571
9,0.08474637567996979,0.979,-0.8571428571428571
10,0.0928058922290802,0.979,-0.8571428571428571
11,0.059334199875593185,0.979,-0.8571428571428571
12,0.05068354308605194,0.979,-0.8571428571428571
13,0.09754516184329987,0.979,-0.8571428571428571
14,0.06636090576648712,0.979,-0.8571428571428571
15,0.07097490131855011,0.979,-0.8571428571428571
16,0.04651512950658798,0.979,-0.8571428571428571
17,0.05252891033887863,0.979,-0.8591549295774648
18,0.047701891511678696,0.9787,-0.8591549295774648
19,0.07949226349592209,0.9787,-0.8591549295774648
20,0.05483294278383255,0.9787,-0.8591549295774648
21,0.06793785095214844,0.9787,-0.8591549295774648
22,0.0669461190700531,0.9787,-0.8591549295774648
23,0.09704273194074631,0.9787,-0.8611111111111112
24,0.10414676368236542,0.9784,-0.8611111111111112
25,0.08505336940288544,0.9784,-0.8611111111111112
26,0.09340540319681168,0.9784,-0.8611111111111112
27,0.030906757339835167,0.9784,-0.8611111111111112
28,0.01892799511551857,0.9784,-0.8611111111111112
29,0.09796574711799622,0.9784,-0.8611111111111112
30,0.04558923840522766,0.9784,-0.8611111111111112
31,0.08538755774497986,0.9784,-0.8611111111111112
32,0.06762349605560303,0.9784,-0.863013698630137
33,0.028069142252206802,0.9781,-0.863013698630137
34,0.06765864789485931,0.9781,-0.863013698630137
35,0.02097867801785469,0.9781,-0.863013698630137
36,0.03583429753780365,0.9781,-0.863013698630137
37,0.033599853515625,0.9781,-0.863013698630137
38,0.08242975175380707,0.9781,-0.863013698630137
39,0.022276323288679123,0.9781,-0.863013698630137
40,0.052116069942712784,0.9781,-0.863013698630137
41,0.07419487833976746,0.9781,-0.863013698630137
42,0.046792998909950256,0.9781,-0.863013698630137
43,0.03376155346632004,0.9781,-0.863013698630137
44,0.04654536023736,0.9781,-0.863013698630137
45,0.008858549408614635,0.9781,-0.863013698630137
46,0.0409945584833622,0.9781,-0.863013698630137
47,0.08114330470561981,0.9781,-0.863013698630137
48,0.0480932891368866,0.9781,-0.8648648648648649
49,0.0793629139661789,0.9778,-0.8648648648648649
50,0.04724757373332977,0.9778,-0.8648648648648649
51,0.06384198367595673,0.9778,-0.8648648648648649
52,0.06037365645170212,0.9778,-0.8648648648648649
53,0.06607875227928162,0.9778,-0.8648648648648649
54,0.06390620768070221,0.9778,-0.8666666666666667
